RANK,FIRST_NAME,DATA1,DATA2,
738,VITO,0.01%,"29,391",
739,COLLIN,0.01%,"29,391",
740,DENVER,0.01%,"29,391",
741,CARTER,0.01%,"29,391",
742,LEONEL,0.01%,"26,126",
743,EMORY,0.01%,"26,126",
744,PASQUALE,0.01%,"26,126",
745,MOHAMMAD,0.01%,"26,126",
746,MARIANO,0.01%,"26,126",
747,DANIAL,0.01%,"26,126",
748,BLAIR,0.01%,"26,126",
749,LANDON,0.01%,"26,126",
750,DIRK,0.01%,"26,126",
751,BRANDEN,0.01%,"26,126",
752,ADAN,0.01%,"26,126",
753,NUMBERS,0.01%,"26,126",
754,CLAIR,0.01%,"26,126",
755,BUFORD,0.01%,"26,126",
756,GERMAN,0.01%,"26,126",
757,BERNIE,0.01%,"26,126",
758,WILMER,0.01%,"26,126",
759,JOAN,0.01%,"26,126",
760,EMERSON,0.01%,"26,126",
761,ZACHERY,0.01%,"26,126",
762,FLETCHER,0.01%,"26,126",
763,JACQUES,0.01%,"26,126",
764,ERROL,0.01%,"26,126",
765,DALTON,0.01%,"26,126",
766,MONROE,0.01%,"26,126",
767,JOSUE,0.01%,"26,126",
768,DOMINIQUE,0.01%,"26,126",
769,EDWARDO,0.01%,"26,126",
770,BOOKER,0.01%,"26,126",
771,WILFORD,0.01%,"26,126",
772,SONNY,0.01%,"26,126",
773,SHELTON,0.01%,"26,126",
774,CARSON,0.01%,"26,126",
775,THERON,0.01%,"26,126",
776,RAYMUNDO,0.01%,"26,126",
777,DAREN,0.01%,"26,126",
778,TRISTAN,0.01%,"26,126",
779,HOUSTON,0.01%,"26,126",
780,ROBBY,0.01%,"26,126",
781,LINCOLN,0.01%,"26,126",
782,JAME,0.01%,"26,126",
783,GENARO,0.01%,"26,126",
784,GALE,0.01%,"26,126",
785,BENNETT,0.01%,"26,126",
786,OCTAVIO,0.01%,"26,126",
787,CORNELL,0.01%,"26,126",
788,LAVERNE,0.01%,"26,126",
789,HUNG,0.01%,"26,126",
790,ARRON,0.01%,"26,126",
791,ANTONY,0.01%,"26,126",
792,HERSCHEL,0.01%,"22,860",
793,ALVA,0.01%,"22,860",
794,GIOVANNI,0.01%,"22,860",
795,GARTH,0.01%,"22,860",
796,CYRUS,0.01%,"22,860",
797,CYRIL,0.01%,"22,860",
798,RONNY,0.01%,"22,860",
799,STEVIE,0.01%,"22,860",
800,LON,0.01%,"22,860",
801,FREEMAN,0.01%,"22,860",
802,ERIN,0.01%,"22,860",
803,DUNCAN,0.01%,"22,860",
804,KENNITH,0.01%,"22,860",
805,CARMINE,0.01%,"22,860",
806,AUGUSTINE,0.01%,"22,860",
807,YOUNG,0.01%,"22,860",
808,ERICH,0.01%,"22,860",
809,CHADWICK,0.01%,"22,860",
810,WILBURN,0.01%,"22,860",
811,RUSS,0.01%,"22,860",
812,REID,0.01%,"22,860",
813,MYLES,0.01%,"22,860",
814,ANDERSON,0.01%,"22,860",
815,MORTON,0.01%,"22,860",
816,JONAS,0.01%,"22,860",
817,FOREST,0.01%,"22,860",
818,MITCHEL,0.01%,"22,860",
819,MERVIN,0.01%,"22,860",
820,ZANE,0.01%,"22,860",
821,RICH,0.01%,"22,860",
822,JAMEL,0.01%,"22,860",
823,LAZARO,0.01%,"22,860",
824,ALPHONSE,0.01%,"22,860",
825,RANDELL,0.01%,"22,860",
826,MAJOR,0.01%,"22,860",
827,JOHNIE,0.01%,"22,860",
828,JARRETT,0.01%,"22,860",
829,BROOKS,0.01%,"22,860",
830,ARIEL,0.01%,"22,860",
831,ABDUL,0.01%,"22,860",
832,DUSTY,0.01%,"22,860",
833,LUCIANO,0.01%,"22,860",
834,LINDSEY,0.01%,"22,860",
835,TRACEY,0.01%,"22,860",
836,SEYMOUR,0.01%,"22,860",
837,SCOTTIE,0.01%,"22,860",
838,EUGENIO,0.01%,"22,860",
839,MOHAMMED,0.01%,"22,860",
840,SANDY,0.01%,"22,860",
841,VALENTIN,0.01%,"22,860",
842,CHANCE,0.01%,"22,860",
843,ARNULFO,0.01%,"22,860",
844,LUCIEN,0.01%,"22,860",
845,FERDINAND,0.01%,"22,860",
846,THAD,0.01%,"22,860",
847,EZRA,0.01%,"22,860",
848,SYDNEY,0.01%,"22,860",
849,ALDO,0.01%,"22,860",
850,RUBIN,0.01%,"19,594",
851,ROYAL,0.01%,"19,594",
852,MITCH,0.01%,"19,594",
853,EARLE,0.01%,"19,594",
854,ABE,0.01%,"19,594",
855,WYATT,0.01%,"19,594",
856,MARQUIS,0.01%,"19,594",
857,LANNY,0.01%,"19,594",
858,KAREEM,0.01%,"19,594",
859,JAMAR,0.01%,"19,594",
860,BORIS,0.01%,"19,594",
861,ISIAH,0.01%,"19,594",
862,EMILE,0.01%,"19,594",
863,ELMO,0.01%,"19,594",
864,ARON,0.01%,"19,594",
865,LEOPOLDO,0.01%,"19,594",
866,EVERETTE,0.01%,"19,594",
867,JOSEF,0.01%,"19,594",
868,GAIL,0.01%,"19,594",
869,ELOY,0.01%,"19,594",
870,DORIAN,0.01%,"19,594",
871,RODRICK,0.01%,"19,594",
872,REINALDO,0.01%,"19,594",
873,LUCIO,0.01%,"19,594",
874,JERROD,0.01%,"19,594",
875,WESTON,0.01%,"19,594",
876,HERSHEL,0.01%,"19,594",
877,BARTON,0.01%,"19,594",
878,PARKER,0.01%,"19,594",
879,LEMUEL,0.01%,"19,594",
880,LAVERN,0.01%,"19,594",
881,BURT,0.01%,"19,594",
882,JULES,0.01%,"19,594",
883,GIL,0.01%,"19,594",
884,ELISEO,0.01%,"19,594",
885,AHMAD,0.01%,"19,594",
886,NIGEL,0.01%,"19,594",
887,EFREN,0.01%,"19,594",
888,ANTWAN,0.01%,"19,594",
889,ALDEN,0.01%,"19,594",
890,MARGARITO,0.01%,"19,594",
891,COLEMAN,0.01%,"19,594",
892,REFUGIO,0.01%,"19,594",
893,DINO,0.01%,"19,594",
894,OSVALDO,0.01%,"19,594",
895,LES,0.01%,"19,594",
896,DEANDRE,0.01%,"19,594",
897,NORMAND,0.01%,"19,594",
898,KIETH,0.01%,"19,594",
899,IVORY,0.01%,"19,594",
900,ANDREA,0.01%,"19,594",
901,TREY,0.01%,"19,594",
902,NORBERTO,0.01%,"19,594",
903,NAPOLEON,0.01%,"19,594",
904,JEROLD,0.01%,"19,594",
905,FRITZ,0.01%,"19,594",
906,ROSENDO,0.01%,"19,594",
907,MILFORD,0.01%,"19,594",
908,SANG,0.01%,"19,594",
909,DEON,0.01%,"19,594",
910,CHRISTOPER,0.01%,"19,594",
911,ALFONZO,0.01%,"19,594",
912,LYMAN,0.01%,"19,594",
913,JOSIAH,0.01%,"19,594",
914,BRANT,0.01%,"19,594",
915,WILTON,0.01%,"19,594",
916,RICO,0.01%,"19,594",
917,JAMAAL,0.01%,"19,594",
918,DEWITT,0.01%,"19,594",
919,CAROL,0.01%,"19,594",
920,BRENTON,0.01%,"19,594",
921,YONG,0.01%,"19,594",
922,OLIN,0.01%,"19,594",
923,FOSTER,0.01%,"19,594",
924,FAUSTINO,0.01%,"19,594",
925,CLAUDIO,0.01%,"19,594",
926,JUDSON,0.01%,"19,594",
927,GINO,0.01%,"19,594",
928,EDGARDO,0.01%,"19,594",
929,BERRY,0.01%,"19,594",
930,ALEC,0.01%,"19,594",
931,TANNER,0.01%,"19,594",
932,JARRED,0.01%,"19,594",
933,DONN,0.01%,"19,594",
934,TRINIDAD,0.01%,"16,328",
935,TAD,0.01%,"16,328",
936,SHIRLEY,0.01%,"16,328",
937,PRINCE,0.01%,"16,328",
938,PORFIRIO,0.01%,"16,328",
939,ODIS,0.01%,"16,328",
940,MARIA,0.01%,"16,328",
941,LENARD,0.01%,"16,328",
942,CHAUNCEY,0.01%,"16,328",
943,CHANG,0.01%,"16,328",
944,TOD,0.01%,"16,328",
945,MEL,0.01%,"16,328",
946,MARCELO,0.01%,"16,328",
947,KORY,0.01%,"16,328",
948,AUGUSTUS,0.01%,"16,328",
949,KEVEN,0.01%,"16,328",
950,HILARIO,0.01%,"16,328",
951,BUD,0.01%,"16,328",
952,SAL,0.01%,"16,328",
953,ROSARIO,0.01%,"16,328",
954,ORVAL,0.01%,"16,328",
955,MAURO,0.01%,"16,328",
956,DANNIE,0.01%,"16,328",
957,ZACHARIAH,0.01%,"16,328",
958,OLEN,0.01%,"16,328",
959,ANIBAL,0.01%,"16,328",
960,MILO,0.01%,"16,328",
961,JED,0.01%,"16,328",
962,FRANCES,0.01%,"16,328",
963,THANH,0.01%,"16,328",
964,DILLON,0.01%,"16,328",
965,AMADO,0.01%,"16,328",
966,NEWTON,0.01%,"16,328",
967,CONNIE,0.01%,"16,328",
968,LENNY,0.01%,"16,328",
969,TORY,0.01%,"16,328",
970,RICHIE,0.01%,"16,328",
971,LUPE,0.01%,"16,328",
972,HORACIO,0.01%,"16,328",
973,BRICE,0.01%,"16,328",
974,MOHAMED,0.01%,"16,328",
975,DELMER,0.01%,"16,328",
976,DARIO,0.01%,"16,328",
977,REYES,0.01%,"16,328",
978,DEE,0.01%,"16,328",
979,MAC,0.01%,"16,328",
980,JONAH,0.01%,"16,328",
981,JERROLD,0.01%,"16,328",
982,ROBT,0.01%,"16,328",
983,HANK,0.01%,"16,328",
984,SUNG,0.01%,"16,328",
985,RUPERT,0.01%,"16,328",
986,ROLLAND,0.01%,"16,328",
987,KENTON,0.01%,"16,328",
988,DAMION,0.01%,"16,328",
989,CHI,0.01%,"16,328",
990,ANTONE,0.01%,"16,328",
991,WALDO,0.01%,"16,328",
992,FREDRIC,0.01%,"16,328",
993,BRADLY,0.01%,"16,328",
994,QUINN,0.01%,"16,328",
995,KIP,0.01%,"16,328",
996,BURL,0.01%,"16,328",
997,WALKER,0.01%,"16,328",
998,TYREE,0.01%,"16,328",
999,JEFFEREY,0.01%,"16,328",
1000,AHMED,0.01%,"16,328",
